,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,1,15
1,PCdoB,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,10,0
2,PDT,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,13,2
3,PEN,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,1,0
4,PHS,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,5,0
5,PMDB,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,44,9
6,PMN,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,1,2
7,PP,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,15,15
8,PPS,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,0,9
9,PR,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,25,1
10,PRB,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,12,0
11,PROS,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,9,3
12,PRP,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,3,0
13,PRTB,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,0,1
14,PSB,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,2,23
15,PSC,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,5,2
16,PSD,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,23,4
17,PSDB,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,4,37
18,PSDC,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,2,0
19,PSL,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,1,0
20,PSOL,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,0,5
21,PT,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,39,4
22,PTB,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,15,5
23,PTC,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,2,0
24,PTN,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,4,0
25,PTdoB,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,2,0
26,PV,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,5,1
27,Solidaried,6320,865929,2015-05-14 12:00:17.0,2015-05-14 16:56:49.0,1,9
