,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,17,2
1,PCdoB,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,0,8
2,PDT,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,0,13
3,PEN,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,1,0
4,PHS,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,6,1
5,PMB,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,0,1
6,PMDB,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,49,3
7,PP,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,27,5
8,PPS,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,1,3
9,PR,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,26,4
10,PRB,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,11,1
11,PROS,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,5,1
12,PRP,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,1,0
13,PSB,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,20,5
14,PSC,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,5,2
15,PSD,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,19,2
16,PSDB,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,27,2
17,PSL,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,2,0
18,PSOL,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,0,4
19,PT,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,0,43
20,PTB,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,12,1
21,PTN,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,7,1
22,PTdoB,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,1,0
23,PV,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,2,1
24,REDE,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,0,4
25,Solidaried,7279,2078295,2016-11-09 16:28:18.0,2016-11-09 21:33:57.0,8,1
