,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
1,PCdoB,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
2,PDT,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
3,PEN,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
4,PHS,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
5,PMDB,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
6,PMN,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
7,PP,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
8,PPS,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
9,PR,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
10,PRB,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
11,PRP,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
12,PRTB,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
13,PSB,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
14,PSC,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
15,PSD,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
16,PSDB,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
17,PSL,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
18,PSOL,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
19,PT,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
20,PTB,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
21,PTdoB,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
22,PV,5217,527704,2013-03-06 14:00:07.0,2013-03-06 19:09:30.0,,
