,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,Avante,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
1,DEM,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
2,PCdoB,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
3,PDT,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
4,PEN,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
5,PHS,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
6,PMDB,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
7,PP,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
8,PPS,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
9,PR,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
10,PRB,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
11,PROS,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
12,PSB,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
13,PSC,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
14,PSD,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
15,PSDB,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
16,PSL,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
17,PSOL,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
18,PT,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
19,PTB,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
20,PV,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
21,Podemos,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
22,REDE,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
23,S.Part.,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
24,Solidaried,8281,542102,2018-04-11 13:00:01.0,2018-04-11 17:51:58.0,,
