,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,2,26
1,PCdoB,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,10,0
2,PDT,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,14,0
3,PHS,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,3,0
4,PMDB,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,64,1
5,PMN,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,3,0
6,PP,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,27,0
7,PPS,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,1,7
8,PR,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,26,2
9,PRB,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,3,0
10,PRTB,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,0,0
11,PSB,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,25,1
12,PSC,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,2,3
13,PSDB,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,0,42
14,PSOL,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,0,3
15,PT,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,53,3
16,PTB,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,3,5
17,PTC,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,1,0
18,PTdoB,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,1,0
19,PV,3509,415049,2008-11-26 19:20:35.0,2008-11-26 21:22:43.0,8,0
