voteId,dataHoraFim,com_governo,contra_governo
8060,2017-11-28 22:26:38,345.0,24.0
8069,2017-11-29 23:09:25,180.0,162.0
8073,2017-11-29 23:09:25,229.0,133.0
8077,2017-11-29 23:09:25,208.0,185.0
8078,2017-11-29 23:09:25,325.0,47.0
8089,2017-12-05 21:53:58,232.0,186.0
8095,2017-12-06 01:36:55,241.0,186.0
8100,2017-12-06 01:36:55,222.0,147.0
8106,2017-12-06 17:12:41,317.0,10.0
8115,2017-12-06 20:53:00,318.0,20.0
8118,2017-12-06 20:53:00,332.0,2.0
8122,2017-12-12 15:22:04,261.0,83.0
8123,2017-12-12 21:09:41,253.0,45.0
8127,2017-12-12 21:09:41,202.0,119.0
8144,2017-12-13 21:02:40,234.0,123.0
8148,2017-12-13 21:02:40,206.0,202.0
8151,2017-12-13 21:45:07,293.0,14.0
8158,2017-12-19 18:00:57,241.0,94.0
8168,2018-02-06 20:56:19,167.0,202.0
8170,2018-02-19 23:34:49,286.0,63.0
8171,2018-02-19 23:34:49,259.0,66.0
8172,2018-02-20 02:15:26,328.0,65.0
8173,2018-02-20 02:15:26,329.0,72.0
8174,2018-02-20 02:15:26,338.0,68.0
8175,2018-02-20 02:15:26,340.0,74.0
8194,2018-02-27 23:07:12,240.0,129.0
8236,2018-03-13 22:10:08,256.0,111.0
8242,2018-03-14 20:33:55,343.0,48.0
8243,2018-03-20 19:58:48,290.0,98.0
8271,2018-04-04 13:31:55,231.0,77.0
8272,2018-04-04 16:30:25,234.0,88.0
8282,2018-04-11 17:51:58,247.0,72.0
8284,2018-04-11 21:38:34,367.0,53.0
8285,2018-04-11 21:38:34,250.0,57.0
8286,2018-04-11 21:38:34,234.0,128.0
8290,2018-04-11 21:38:34,268.0,40.0
8292,2018-04-17 20:06:44,260.0,41.0
8297,2018-04-18 16:32:51,256.0,52.0
8298,2018-04-18 21:01:45,279.0,89.0
8299,2018-04-18 21:01:45,230.0,100.0
8300,2018-04-18 21:01:45,241.0,94.0
8301,2018-04-18 21:01:45,279.0,129.0
8305,2018-04-24 21:57:59,250.0,50.0
8306,2018-04-24 21:57:59,273.0,49.0
8307,2018-04-24 21:57:59,259.0,73.0
8308,2018-04-24 21:57:59,251.0,75.0
8309,2018-04-24 21:57:59,259.0,78.0
8318,2018-04-26 00:27:59,306.0,57.0
8320,2018-04-26 00:27:59,236.0,72.0
8321,2018-04-26 00:27:59,266.0,61.0
8322,2018-04-26 00:27:59,239.0,62.0
8328,2018-05-08 18:37:57,252.0,77.0
8329,2018-05-08 22:01:09,258.0,77.0
8334,2018-05-08 22:01:09,267.0,72.0
8338,2018-05-09 19:24:22,283.0,69.0
8339,2018-05-09 19:24:22,245.0,90.0
8342,2018-05-09 19:24:22,273.0,168.0
8343,2018-05-09 20:12:19,337.0,15.0
8348,2018-05-16 01:27:34,249.0,113.0
8349,2018-05-16 01:27:34,245.0,100.0
8350,2018-05-16 01:27:34,244.0,102.0
8351,2018-05-16 01:27:34,249.0,85.0
8353,2018-05-16 01:27:34,241.0,83.0
8355,2018-05-16 01:27:34,221.0,82.0
8356,2018-05-16 18:25:09,245.0,95.0
8358,2018-05-16 18:25:09,246.0,93.0
8360,2018-05-16 18:25:09,224.0,110.0
8361,2018-05-16 21:37:16,257.0,93.0
8363,2018-05-16 21:37:16,222.0,89.0
8364,2018-05-16 21:37:16,207.0,88.0
8365,2018-05-16 21:37:16,234.0,93.0
8370,2018-05-16 21:37:16,240.0,84.0
8374,2018-05-22 21:07:00,281.0,60.0
8408,2018-05-28 21:19:16,293.0,16.0
8420,2018-06-06 18:29:23,260.0,16.0
8426,2018-06-06 18:29:23,209.0,148.0
8427,2018-06-06 18:29:23,260.0,15.0
8440,2018-06-13 18:00:23,216.0,95.0
8447,2018-06-13 22:19:37,281.0,112.0
8450,2018-06-19 18:10:23,220.0,103.0
8451,2018-06-19 23:02:11,255.0,116.0
8452,2018-06-19 23:02:11,242.0,102.0
8453,2018-06-19 23:02:11,235.0,115.0
8456,2018-06-19 23:02:11,235.0,99.0
8469,2018-06-20 20:35:26,205.0,100.0
8470,2018-06-20 20:35:26,239.0,99.0
8471,2018-06-20 20:35:26,232.0,97.0
8472,2018-06-20 20:35:26,226.0,96.0
8474,2018-06-20 23:48:13,238.0,94.0
8478,2018-06-20 23:48:13,213.0,2.0
8479,2018-06-25 23:02:17,270.0,1.0
8481,2018-07-03 18:58:35,288.0,67.0
8482,2018-07-03 21:16:27,237.0,114.0
8483,2018-07-03 21:16:27,226.0,124.0
8489,2018-07-04 18:02:32,238.0,109.0
8490,2018-07-04 18:02:32,138.0,119.0
8491,2018-07-04 18:02:32,235.0,116.0
8492,2018-07-04 22:53:08,227.0,120.0
8493,2018-07-04 22:53:08,225.0,118.0
8494,2018-07-04 22:53:08,223.0,108.0
8495,2018-07-04 22:53:08,232.0,100.0
8496,2018-07-04 22:53:08,228.0,103.0
8498,2018-07-04 22:53:08,225.0,99.0
8500,2018-07-04 22:53:08,203.0,129.0
8508,2018-07-10 23:51:12,205.0,136.0
8513,2018-07-10 23:51:12,210.0,164.0
8514,2018-07-10 23:51:12,220.0,161.0
8515,2018-07-10 23:51:12,221.0,145.0
8516,2018-07-10 23:51:12,217.0,166.0
8553,2018-10-30 19:43:17,260.0,51.0
8554,2018-10-30 19:43:17,253.0,47.0
8585,2018-11-20 19:59:05,270.0,29.0
8586,2018-11-20 19:59:05,301.0,62.0
8600,2018-11-21 17:44:00,145.0,228.0
8601,2018-11-21 18:25:21,254.0,33.0
8603,2018-11-21 20:55:28,207.0,53.0
8604,2018-11-21 20:55:28,301.0,36.0
8605,2018-11-27 20:34:58,291.0,71.0
8646,2018-12-11 22:08:02,290.0,74.0
0004,2007-09-20 00:00:00,338.0,119.0
0005,2007-10-10 00:00:00,333.0,115.0
