dataHoraFim,com_governo,contra_governo
2003-01-01,2.4,3.0
2003-10-31,0.77,4.01
2004-04-30,0.14,1.53
2004-10-31,0.06,1.42
2005-04-30,0.06,1.31
2005-10-31,0.42,0.78
2006-04-30,0.42,0.81
2006-10-31,0.0,1.0
2019-01-01,0.43,0.14
