dataHoraFim,com_governo,contra_governo
2003-01-01,20.6,3.6
2003-10-31,25.21,0.9
2004-04-30,26.02,0.57
2004-10-31,24.19,2.65
2005-04-30,24.31,3.22
2005-10-31,27.67,1.89
2006-04-30,22.45,2.77
2006-10-31,19.67,5.5
2019-01-01,19.29,0.86
