,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,PAN,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
1,PCdoB,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
2,PDT,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
3,PFL,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
4,PHS,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
5,PMDB,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
6,PMN,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
7,PP,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
8,PPS,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
9,PR,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
10,PRB,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
11,PSB,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
12,PSC,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
13,PSDB,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
14,PSOL,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
15,PT,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
16,PTB,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
17,PTC,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
18,PTdoB,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
19,PV,2660,335937,2007-02-12 20:05:00.0,2007-02-12 22:07:15.0,,
