,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,PCdoB,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
1,PDT,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
2,PFL,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
3,PL,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
4,PMDB,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
5,PP,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
6,PPS,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
7,PRB,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
8,PRONA,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
9,PSB,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
10,PSC,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
11,PSDB,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
12,PSOL,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
13,PT,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
14,PTB,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
15,PTC,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
16,PV,2592,319342,2006-06-07 09:00:37.0,2006-06-07 13:59:53.0,,
