,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,PCdoB,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,0,8
1,PDT,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,0,18
2,PFL,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,2,48
3,PL,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,27,4
4,PMDB,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,10,56
5,PMR,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,0,2
6,PP,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,15,31
7,PPS,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,0,15
8,PRONA,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,0,2
9,PSB,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,20,2
10,PSC,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,4,1
11,PSDB,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,31,16
12,PSOL,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,0,6
13,PT,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,58,4
14,PTB,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,30,7
15,PTC,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,0,1
16,PV,2514,275322,2006-02-07 14:00:56.0,2006-02-07 20:26:27.0,4,2
