,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,Avante,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
1,DEM,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
2,PCdoB,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
3,PDT,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
4,PEN,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
5,PHS,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
6,PMDB,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
7,PP,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
8,PPS,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
9,PR,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
10,PRB,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
11,PROS,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
12,PRP,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
13,PSB,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
14,PSC,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
15,PSD,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
16,PSDB,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
17,PSL,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
18,PSOL,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
19,PT,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
20,PTB,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
21,PV,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
22,Podemos,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
23,REDE,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
24,S.Part.,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
25,Solidaried,8251,2169397,2018-03-21 17:39:03.0,2018-03-21 20:53:36.0,,
