,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,Avante,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,1,1
1,DEM,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,14,1
2,PCdoB,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,0,7
3,PDT,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,1,10
4,PEN,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,3,0
5,PHS,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,4,0
6,PMDB,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,31,4
7,PP,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,23,2
8,PPS,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,4,0
9,PR,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,20,2
10,PRB,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,11,0
11,PROS,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,3,1
12,PRP,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,0,0
13,PSB,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,15,2
14,PSC,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,4,1
15,PSD,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,22,2
16,PSDB,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,25,0
17,PSL,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,1,1
18,PSOL,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,0,5
19,PT,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,0,45
20,PTB,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,7,0
21,PV,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,2,0
22,Podemos,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,3,3
23,REDE,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,0,4
24,Solidaried,7953,2144465,2017-10-31 18:25:06.0,2017-10-31 23:25:07.0,6,0
