,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,Avante,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,4,1
1,DEM,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,29,1
2,PCdoB,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,0,5
3,PDT,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,13,0
4,PEN,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,1,0
5,PHS,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,1,0
6,PMDB,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,37,0
7,PP,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,26,0
8,PPL,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,0,1
9,PPS,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,5,0
10,PR,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,24,1
11,PRB,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,10,0
12,PROS,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,8,1
13,PSB,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,17,0
14,PSC,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,2,1
15,PSD,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,20,0
16,PSDB,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,24,0
17,PSL,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,1,1
18,PSOL,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,0,5
19,PT,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,0,32
20,PTB,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,9,0
21,PV,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,2,0
22,Podemos,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,11,1
23,REDE,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,1,0
24,Solidaried,8305,2164234,2018-04-24 19:34:34.0,2018-04-24 21:57:59.0,5,0
