,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,18,0
1,PCdoB,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,0,5
2,PDT,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,0,14
3,PEN,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,2,0
4,PHS,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,6,0
5,PMB,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,1,0
6,PMDB,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,44,1
7,PODE,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,7,2
8,PP,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,32,0
9,PPS,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,7,0
10,PR,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,23,1
11,PRB,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,15,1
12,PROS,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,3,0
13,PRP,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,1,0
14,PSB,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,18,3
15,PSC,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,9,0
16,PSD,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,21,0
17,PSDB,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,37,0
18,PSL,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,2,0
19,PSOL,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,0,6
20,PT,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,0,27
21,PTB,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,12,0
22,PTdoB,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,0,1
23,PV,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,4,0
24,REDE,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,3,1
25,Solidaried,7642,2127233,2017-07-04 20:02:10.0,2017-07-04 22:31:24.0,13,0
