,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
1,PCdoB,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
2,PDT,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
3,PEN,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
4,PHS,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
5,PMDB,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
6,PMN,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
7,PP,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
8,PPS,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
9,PR,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
10,PRB,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
11,PRP,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
12,PRTB,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
13,PSB,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
14,PSC,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
15,PSD,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
16,PSDB,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
17,PSL,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
18,PSOL,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
19,PT,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
20,PTB,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
21,PTdoB,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
22,PV,5241,568421,2013-03-20 20:05:23.0,2013-03-21 00:02:17.0,,
