,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,7,36
1,PCdoB,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,10,0
2,PDT,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,18,0
3,PHS,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,1,0
4,PMDB,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,61,3
5,PMN,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,3,0
6,PP,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,33,0
7,PPS,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,1,9
8,PR,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,32,0
9,PRB,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,3,0
10,PRTB,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,1,0
11,PSB,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,23,2
12,PSC,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,9,1
13,PSDB,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,3,44
14,PSOL,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,0,3
15,PT,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,72,1
16,PTB,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,12,0
17,PTC,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,0,0
18,PTdoB,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,1,0
19,PV,3059,368924,2007-10-17 14:00:10.0,2007-10-17 19:01:11.0,7,0
