,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,4,16
1,PCdoB,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,11,0
2,PDT,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,17,2
3,PHS,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,2,0
4,PMDB,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,63,4
5,PMN,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,4,0
6,PP,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,24,4
7,PPS,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,7,0
8,PR,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,26,2
9,PRB,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,3,0
10,PRTB,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,0,1
11,PSB,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,20,0
12,PSC,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,9,0
13,PSDB,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,1,16
14,PSOL,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,0,3
15,PT,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,65,2
16,PTB,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,11,2
17,PTC,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,1,0
18,PTdoB,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,1,0
19,PV,3483,350108,2008-11-18 14:00:19.0,2008-11-18 19:38:29.0,10,0
